직무명,회사명,채용공고명,근무지역,고용형태,경력조건,교육,마감일,출처,채용공고상세
게임개발,NSUSLAB KOREA,[Casino Platform] Game Server,서울 강남구,정규직,2 ~ 10년,학력무관,상시채용(72일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45501622,"[골프존] 엔진 프로그래머(모바일게임)
서비스 소개
골프존은 골프, IT 그리고 문화가 결합된 새로운 공간 & 상품/서비스를 창출함으로써 새로움/즐거움/유익함을 제공하는 New Culture를 창조하고 있습니다.

골프존은 시뮬레이터 제조기업이 아닌, Golfer's Lifetime Partner로서 골프를 알아가고, 즐기고, 골프를 통해 소통하는 모든 과정을 함께하며 통합 서비스를 제공하는 토털골프문화기업으로 거듭나고 있습니다.
모집부문 / 상세내용
사용 기술
Unreal Engine DirectX
주요업무
• PC, 모바일 기반의 신규 골프 프로젝트의 개발 
• 그래픽스 관련 요소 개발 
• 엔진 성능향상 및 업데이트 
• 엔진 수정 및 유지보수 
• 클라이언트에 기술 지원
자격요건
• Unreal Engine 3 또는 4에 대한 개발 경험 
• 그래픽스 파이프라인 이해 
• 원활한 커뮤니케이션
우대사항
• DirectX / Vulkan / Metal 에 대한 이해
마감일 및 근무지
• 마감일 : 상시
• 근무지
- 서울 강남구 영동대로 735
복지 및 혜택
① Refresh Care
• Play shop
매년 일상에서 벗어나 재충전할 수 있는 기회를 제공합니다. 임직원 스스로 해외 및 국내 여행지를 정하여 원하는 활동을 할 수 있도록 회사가 적극 지원합니다.
• G-Work Breaks
장기근속에 따른 공로를 인정하여 최장 1개월간 업무로부터 완전히 해방시켜 충분한 휴식을 취할 수 있도록 합니다.
• 휴양시설 지원
행복한 여가생활을 지원하고자 리조트 등 다양한 휴양시설을 회원가로 제공합니다.
• Refresh Day
매년 업무에서 잠시 벗어나 휴식을 취하고 회식 자리가 아닌 곳에서 팀 단합의 기회를 제공합니다.
• 내 맘대로 Day
업무에서 벗어나 매월 하루만큼은 어떠한 제약과 조건도 없이 자유롭게 골프 활동을 즐길 수 있도록 전일 휴가를 지원합니다.
• 캠핑장 지원
즐거운 여가생활을 지원하고자 캠핑/글램핑/카라반 이용을 지원합니다.

② Culture Care
• 가족초청행사
임직원 가족을 초청하여 그룹 문화를 공유하고 다양한 체험 활동을 통해 가족과 함께하는 즐거운 시간을 제공합니다.
• 동호회 지원
임직원 간 동호회 활동을 지원하여 건전하고 즐거운 회사 생활을 할 수 있도록 문화를 조성합니다.
• G-Battle
임직원 간 친목 도모와 진정한 골프 문화의 장을 마련하고자 사내 스크린 골프 대회를 개최하고 있습니다.
• G-Books
사내 도서관 운영을 통해 독서 활동을 장려합니다. 임직원이 신청한 희망 도서를 비치하고, 자유롭게 대여 가능합니다.

③ Health Care
• 종합건강검진
임직원 및 가족의 종합건강검진 지원을 통해 직원의 건강뿐 아니라 가정의 건강까지도 함께 관리하고자 힘쓰고 있습니다.
• 단체상해보험 가입
사고나 질병으로 인해 발생할 수 있는 경제적 어려움을 줄이고 해당 임직원 및 가족에게 생활 안정 수단을 제공하기 위해 보험 가입을 지원합니다.
• 질병 예방접종
독감 및 자궁경부암 예방접종 등을 통해 각종 질병으로부터 직원의 건강을 보호합니다.
• G-Approach / G-Fitness
임직원 건강증진을 위해 관련 시설 및 운동기구를 제공하고 골프레슨, PT, 요가 프로그램을 운영합니다.

④ Family Care
• 직장 어린이집
임직원이 아이를 안심하고 맡길 수 있도록 직장 어린이집 운영을 통해 일과 가정의 양립이 조화롭게 병행될 수 있도록 지원합니다.
• 장학금 지원
자녀에게 장학금을 지원함으로써 자녀 양육 및 교육에 대한 재정적 부담을 경감시키고 출산을 장려합니다.
• 태아보험 가입
자녀 출산을 앞둔 직원들에게 태아보험 가입을 지원하여 심리적, 재정적으로 보탬이 되도록 합니다,
• 경조사 지원
직원의 경사를 함께 축하하고, 조사의 슬픔을 나누기 위해 경조금 및 경조휴가, 화환, 장례용품 등을 지원합니다.
• 자녀 입양 / 장애자녀 양육 지원
나눔이라는 그룹 가치 실현의 일환으로 자녀 입양을 아낌없이 지원하며, 신체적, 정신적 장애를 가진 자녀의 양육 부담을 덜어줌으로써 생활의 안정을 돕습니다.
• 기념일 선물
배우자생일, 결혼기념일, 임신, 출산 등 기념일에 선물을 지급하여 함께 축하하고 기념할 수 있도록 지원합니다.
• 출산 장려금
다자녀에 대한 혜택을 통해 출산을 장려하고 임직원의 복지 만족도 향상을 추구합니다.
• 난임부부 지원
난임부부 인공수정 및 체외수정 시술 지원을 통해 난임으로 겪는 고통을 함께 나누고자 합니다.
• 중대조사 지원 프로그램
복잡한 장례 절차 등 임직원의 어려움을 해소 시키기 위해 장례지도자, 장례도우미 파견, 차량 서비스 등을 지원합니다.
• 노부모 부양 지원
노인성 질환을 가진 노부모의 건강 돌봄이 필요한 경우 부양비 및 의료비를 지원하여 직원 가정의 안정을 도모합니다.

⑤ Extra Care
• 복지포인트
다양한 복지 항목에 대해 자율적으로 선택하여 이용할 수 있으며 직원에게 실질적인 혜택이 더욱 많이 돌아갈 수 있도록 다양한 제휴서비스를 제공합니다.
• 골프교육 지원
전사원의 골프실력 향상을 위하여 사내 티칭프로 일대일 교육을 지원하고 있습니다. 일정 수준 이상이 되면 임원과 함께 라운드를 즐길 수 있는 기회를 제공합니다.
• G-Spoon / G-Cafe
최상의 재료로 양질의 식사를 제공하는 사내 식당 및 저렴한 금액으로 이용 가능한 사내 카페를 운영합니다.
• 저금리 주택자금 대출
직원의 주택생활 안정화를 위해 사내근로복지기금을 통한 초저금리 대출을 지원합니다.
• 자기계발 지원
자기 계발을 위해 필요한 교육을 수강할 수 있도록 적극 지원합니다. 사내/사외교육 뿐 아니라 어학 등 다양한 프로그램을 통해 개인의 역량 향상을 지원합니다.

⑥ Golf Care
• Golf Day
가족 친화기업으로써 가족과 함께하는 필드 골프 활동을 지원합니다.
• Family Lesson
임직원 가족에게 골프 레슨 기회를 제공하여 누구나 골프를 배우고 즐길 수 있도록 지원합니다.
• Enjoy GOLFZON
가족 및 지인과 함께하는 스크린 골프 활동을 지원하여 친목 도모의 기회를 제공합니다.
채용절차 및
기타 지원 유의사항
[채용절차]
• 1차 실무진 면접
• 2차 임원진 면접
• 3차 HR 면접
• 처우 협의 및 입사 확정"
게임개발,(주)엔포트버스,HTML5 웹 게임 개발자 채용,서울 마포구,정규직,2 ~ 10년,학력무관,상시채용(65일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45548689,"채용공고
모집분야
: 보안개발(게임) 담당자
지원자격
: 중급 이상 수준의 C/C++개발 역량 및 3년 이상 경력
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길 38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,코코네 M,게임 클라이언트 개발자,서울 강남구,정규직,5 ~ 20년,학력무관,상시채용(125일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45100991,"채용공고
모집분야
: 퍼블리싱QA 담당자
지원자격
: 게임 서비스 QA 경력 3년 이상 또는 일반적인 S/W QA 경력 5년 이상
- 컴퓨터공학 및 QA 관련 학과 졸업, 또는 동등한 수준의 학력 보유하신 분
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길 38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,(주)소울엑스,유니티 개발자,서울 강남구,정규직,3 ~ 5년,학력무관,상시채용(68일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45523342,"채용공고
모집분야
: MMORPG 장르 사업PM
지원자격
: 모바일/PC 게임 사업PM 경력 3년 이상
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,(주)소울엑스,언리얼 개발자,서울 강남구,정규직,3 ~ 5년,학력무관,상시채용(68일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45523323,"채용공고
모집분야
: [AI센터] AI 게임 시뮬레이터
지원자격
: 게임 연구 개발 및 서비스 개발 3년 이상
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,NSUSLAB KOREA,[Poker] Client Framework,서울 강남구,정규직,3 ~ 10년,학력무관,상시채용(209일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=44519209,"채용공고
모집분야
: 기술PM 담당
지원자격
: 게임개발/퍼블리싱 기술 경력 5년 이상
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,NSUSLAB KOREA,[Table Games] Unity Client,서울 강남구,정규직,3 ~ 10년,학력무관,상시채용(72일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45502040,"채용공고
모집분야
: 게임/플랫폼 UI 디자이너 
지원자격
: 관련 업무 경력 3~8년, 포트폴리오 제출 필수
근무지역
: 넷마블 G-TOWER (서울특별시 구로구 디지털로 26길 38)
모집인원
: 0명
채용일정
2023-06-30(금) 23:59까지
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,(주)키업,[KEYUP] 클라이언트 개발자 (사원급),경기 부천시,정규직,3 ~ 5년,석사↑,~ 06/30(금)(74일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45482096,"모바일 메타버스 클라이언트 개발자
서비스 소개
라이프페스타는 '일상의 게임화'를 추구하는 소셜 게임 기반 메타버스를 만드는 스타트업입니다. 전 크래프톤, 라인(LINE), 넥슨, 엔씨 소프트 출신의 평균 경력 10년 이상 슈퍼 개발진으로 구성 되어 있습니다. 2021년 12월 시드 라운드 투자 유치를 마무리 하였고, IT 대기업과의 협업 프로젝트도 체결하여 빠른 성장을 만들어 나가고 있습니다.

라이프페스타는 소셜 플랫폼과 소셜 게임을 접목시킨 창의적인 아이디어로 시장의 혁신을 만들고자 합니다. 현재 프로젝트 초기 단계로 개발의 시작부터 유니콘 이상의 성장을 함께 만들어가실 열정 있는 개발자분들을 모십니다.
모집부문 / 상세내용
사용 기술
C# AR C++ OpenGL WebGL iOS Unity Android OS
주요업무
WebGL 기반의 3D 메타버스와 Unity 기반의 모바일 AR 메타버스 서비스를 구현합니다.
서비스 전반의 영역에 거쳐 다양한 부분들을 경험하고, 주도적으로 만들어 나가게 됩니다.

• 가상 공간 동기화 처리 구현 (채팅,네비게이션,미니게임)
• 아바타/공간 꾸미기 구현
• 위치기반과 영상인식을 활용하는 AR 기능 구현
• UI 및 각종 컨텐츠 구현
• 서비스 운영 및 관리를 위한 각종 툴 제작 등
자격요건
• 전산학 관련 이해 혹은 관련분야 전공자
• C++ 또는 C# 프로그래밍 가능하신 분
• 새로운 기술 습득에 대한 호기심과 열정을 갖추신 분
• 영어로 된 레퍼런스 문서를 이해하는데 어려움이 없는 분
• 주도적으로 방향성을 수립하고 커뮤니케이션 할 수 있는 분
우대사항
• 모바일 앱/게임의 출시 및 라이브 경험이 있으신 분
• Unity 또는 PlayCanvas 개발 경험이 있으신 분
• OpenGL 또는 WebGL에 대한 이해가 있으신 분
• XR(AR,VR) 개발 경험 있으신 분
• 3D 아바타 커스터마이징에 대한 이해도가 있으신 분
마감일 및 근무지
• 마감일 : 상시
• 근무지
- 서울 강남구 선릉로 428, 위워크 선릉 3호점
복지 및 혜택
라이프페스타는 가치 있는 일과 신뢰 하는 동료들과 함께 일과 삶의 조화를 찾아가고 있습니다.

1. 사내 문화 
• 서로를 존중하는 수평적 문화를 추구하며 서로 간의 호칭은 “이름+님”으로 통일합니다. 
• ‘함께하는 번영’을 가치로 진정성 있게 프로젝트를 바라보고 함께 도와주고 성장하는 최고 수준의 동료들을 경험할 수 있습니다.

2. 하이브리드 워크
• 탄력 출근제(09시~11시)를 도입하여 유연한 근무를 진행 중에 있습니다. 
• 재택 근무를 혼합하여 생산성 향상과 삶의 질의 향상을 추구 합니다. 

3. 업무 환경
• 업무 성과에 따른 스톡옵션 부여
• 자율적인 연차 사용 
• 듀얼 모니터 등 직군에 맞는 업무 장비 지원 
• 성장을 위한 도서 구입비 지원 
• 쾌적하고 자유로운 ""초""역세권 근무환경 (선릉역 1분 거리)"
게임개발,넷마블(주),게임 클라이언트 엔지니어 모집,서울 구로구,정규직,경력 5년↑,학력무관,~ 12/31(일)(73일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45487438,"라이브 홀덤 게임 개발
서비스 소개
0 라이브 카지노 서비스 개발(해외 서비스)
 - 국내 서비스용이 아닙니다.

0 해외 카지노를 대상으로 라이브 서비스 플랫폼을 제공합니다.
 - 서비스에 필요한 여러가지 게임을 개발하고 있습니다.
모집부문 / 상세내용
사용 기술
Cocos2D-X JavaScript TypeScript Node.js HTML5
주요업무
• 라이브 홀덤 게임 개발
• 라이브 카지노 게임 개발
자격요건
• cocos creator, Phaser, Construct 등 
• HTML5 게임 엔진들 중 하나 이상을 활용한 프로젝트 완성 및 라이브 경험 있으신 분 
• Javascript, Typescript 에 대한 이해도가 높으신분
우대사항
• Cocos Creator 등의 게임 엔진을 경험해 본 분
• Node.JS로 게임서버 개발을 해보신 분
마감일 및 근무지
• 마감일 : 상시
• 근무지
- 서울 강남구 삼성로 524 602호
복지 및 혜택
• 아직 규모가 작아서 내세울건 없습니다. 맘편하게 일하고 맘편하게 쉴수 있도록 노력하고 있습니다.
• 무더운 여름엔 휴양지로 떠나세요! ""여름휴가 지원""
• 함께 나눠요! ""경조사 지원""
• 일하면서 당분보충 필수! ""스낵바 제공""
• 원하는대로 편하게~ ""자율복 근무""
• 명절에도 두둑하게 ""명절선물 제공""
• 주기적으로 건강확인 ""건강검진 지원""
• 우리 같이 일해요! ""추천 인센티브제도"""
게임개발,(주)쿡앱스,[쿡앱스] 기술지원팀 게임 클라이언트 개발자,경기전체,정규직,3 ~ 10년,학력무관,상시채용(467일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=42555933,"HTML5 게임 개발
서비스 소개
• 라이브 카지노 서비스 개발(해외 서비스)
　- 국내 서비스용이 아닙니다.

• 해외 카지노를 대상으로 라이브 서비스 플랫폼을 제공합니다.
　- 서비스에 필요한 여러가지 게임을 개발하고 있습니다.
모집부문 / 상세내용
사용 기술
Cocos2D-X JavaScript TypeScript HTML5
주요업무
• 라이브 카지노 서비스 개발(해외 서비스)
자격요건
• Javascript, Typescript 에 대한 이해도가 높으신분
• cocos creator, Phaser, Construct 등 
• HTML5 게임 엔진들 중 하나 이상을 활용한 프로젝트 완성 및 라이브 경험 있으신 분
우대사항
• Phaser, Cocos Creator 등의 게임 엔진을 경험해 본 분
마감일 및 근무지
• 마감일 : 상시
• 근무지
- 서울 강남구 삼성로 524 602호
복지 및 혜택
아직 규모가 작아서 내세울건 없습니다. 맘편하게 일하고 맘편하게 쉴수 있도록 노력하고 있습니다.
• 무더운 여름엔 휴양지로 떠나세요! ""여름휴가 지원""
• 함께 나눠요! ""경조사 지원""
• 일하면서 당분보충 필수! ""스낵바 제공""
• 원하는대로 편하게~ ""자율복 근무""
• 명절에도 두둑하게 ""명절선물 제공""
• 주기적으로 건강확인 ""건강검진 지원""
• 우리 같이 일해요! ""추천 인센티브제도"""
게임개발,(주)골프존,[골프존] 엔진 프로그래머(모바일게임),서울 강남구,정규직,5 ~ 10년,학력무관,상시채용(356일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=43448653,"[Poker] Game Server Developer
서비스 소개
NSUS Group은 북미, 유럽, 아시아 등 다양한 지역에 약 600명 이상의 임직원들이 일하고 있는 
다국적 기업으로 iGaming 업계의 유니콘이며, NSUSLAB은 NSUS Group의 개발 스튜디오로서 
그룹의 핵심적인 역할을 담당하고 있습니다.
NSUSLAB의 위대한 도전을 함께 할 우수 인재를 
적극 모시고자 하니, 많은 관심과 지원 부탁 드립니다.
모집부문 / 상세내용
사용 기술
C++ C# NoSql Java
주요업무
• 온라인 포커 서버 개발 및 유지보수
자격요건
• 서버 개발 및 유지보수 관련 경력이 5년 이상인 분
• RDBMS 및 NoSQL 사용 경험이 있는 분
• 원활한 커뮤니케이션 능력이 있는 분
우대사항
• C# 개발 경험 및 유닛 테스트 작성 경험이 있는 분
• 네트워크 프로그래밍에 대한 이해 및 경험이 있는 분
• RDBMS 구축 및 운영 경험이 있는 분
• 클라우드 환경에서의 서비스 운영 경험이 있는 분
마감일 및 근무지
• 마감일 : 상시
• 근무지 : 서울 강남구 언주로 609, 4층
복지 및 혜택
[구성원분들의 삶을 든든하게 지원해드려요]
• 업계 최고 수준의 성과급(상/하반기, 年 2회)을 지급해 드려요.
• 회돈회산 점심, 저녁을 일일 최대 30,000원까지 지원해 드려요.
• 9시~1시 사이 자율출근제도를 활용해 보세요.
• 성장을 위한 교육비 연 200만원과 도서비를 무제한으로 지원해 드려요.
• 100만원 상당의 대학병원 검진 & 각종 예방 접종 받으세요.
• 1년에 한번 오는 생일, 축하의 마음을 담아 상품권 15만원을 드려요.
• 명절엔 가족과 함께 최고급 투뿔 AA++ 한우를!! 집 앞까지 배송해 드려요.
• 야간 근로 후, 택시비 전액 지원해 드려요.
• 장거리 출/퇴근 주차비를 지원해 드려요.
• 신규 입사자분들에게 Welcome Kit 를 지급해 드려요.
• 매일 아침 조식 서비스와 스낵바&음료를 무제한으로 이용하실 수 있어요.
• 업무를 위해 필요한 최신형 장비를 지원해 드려요.

#지원 응답이 빠른 기업 #인센티브 #유연근무제 #맛있는간식냠냠 
#맥북으로개발 #수평적 조직 #자유복장 #반바지/슬리퍼OK #도서구입비지원 #택시비지원
채용절차 및
기타 지원 유의사항
[채용절차]
• 면접전형 : 서류전형 - 면접전형(One-Day 면접) - 최종합격

[연봉 및 근무 형태]
• 연봉 : 개별 협의
• 근무형태 : 정규직 (시용 3개월 종료 후, 정규직 전환 가능 대상 / 정규직 급여와 동일)
• 근무시간 : 선택적 근무제 (출근시간 : 오전 9시 ~ 오후 1시)

[유의사항]
• 면접에 참석하시는 분께는 소정의 면접비를 지급해 드립니다.
• 직군에 따라 필요 시, 전형 절차는 변경 될 수 있습니다. (코드테스트, 실무과제 등)
• 허위 사실이 발견 될 경우, 채용이 취소될 수 있습니다.
• 해당 공고는 상시 채용으로, 채용 완료 시 조기 마감될 수 있습니다."
게임개발,넷마블(주),보안개발(게임) 담당자 모집,서울 구로구,정규직,경력 3년↑,학력무관,~ 06/30(금)(101일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45279054,"Unity Client 개발자 모집
서비스 소개
서비스 확장으로 인한 충원
모집부문 / 상세내용
사용 기술
c++ unity git c#
주요업무
• 신규 프로젝트 개발 UI part ( 2D, Ui toolkit 개발)
• 기존 프로젝트 유지보수
자격요건
• Unity UI 개발 가능하신 분 (2D UI , UI toolkit)
• C# script 개발 가능하신 분
• Git 등 형상관리툴에 익숙하신 분
• 네트워크 관련 개발 경험이 있으신 분
우대사항
• 모션 인식 기반 지식이 있는 분 (Kinet)
• Unity Photon 개발 경험이 있으신 분
• 웹 서비스 관련 이해도가 있으신 분
• Source control / issue tracking / bug tracking 경험이 있으신 분
마감일 및 근무지
• 마감일 : 상시
• 근무지 : 서울특별시 서초구 신반포대로 241, 7호선 반포역사 안
복지 및 혜택
• 출,퇴근 시간 탄력근무 가능
• 07~10시 자율 출근 (8시간 근무)
• 중식 제공
• 매주 금요일 재택근무 시행
채용절차 및
기타 지원 유의사항
[채용절차]
• 서류전형 → 1차 인터뷰 → 2차 인터뷰 → 처우 협의 → 최종합격
※ 절차는 변경될 수 있습니다.

[지원 시 주의사항]
• 3개월의 수습 기간이 있습니다.
• 포트폴리오 제출 시,10MB 초과할 경우에는 링크를 기재해주세요.

[참고사항]
• 서류 합격자에 한해 연락드립니다.
• 본 채용은 수시 진행으로 우수 인재 채용 시 마감될 수 있습니다."
게임개발,넷마블(주),퍼블리싱QA 담당자 모집,서울 구로구,정규직,경력 3년↑,학력무관,~ 06/30(금)(101일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45280076,"[달콤소프트]Unity 클라이언트 경력직 모집
서비스 소개
SuperStar는 2014년 SuperStar SMTOWN을 시작으로 약 20개의 기획사, 400명 이상의 아티스타와 함께 성장하여 전세계 약 126개국 이상에서 약 8,000만명 이상의 K-POP 팬덤 사용자를 확보하고 있는 “New Contenets Gamification Platform”입니다.
당사는 미국, 일본, 싱가폴에 해외 자회사 설립을 통해 K-POP 뿐만 아니라 글로벌 아티스트로 확대하며, 글로벌 서비스로 도약하고 있습니다.
모집부문 / 상세내용
사용 기술
iOS Android OS JavaScript Java C# Python
주요업무
• 라이브 서비스 중인 슈퍼스타 시리즈를 개발 및 유지보수
• Unity 엔진을 사용하여 슈퍼스타 시리즈 개발 및 유지보수
자격요건
• 관련 경력 2년 이상이신 분
• C#프로그래밍 언어의 깊은 이해도가 있으신 분
• 무엇보다 팀워크를 중요하게 생각하시는 분
• 원활한 협업을 위한 커뮤니케이션 능력이 있으신 분
우대사항
• Git을 사용하여 꾸준히 프로젝트를 관리한 경험이 있으신 분
• 다양한 라이브러리를 적용한 경험이 있으신 분
• IOS 환경에서의 개발 혹은 빌드 경험이 있으신 분
• 리펙토링이나 다른 사람의 코드를 보는 것을 즐겨하시는 분
마감일 및 근무지
• 마감일 : 상시
• 근무지 : 서울시 강남구 테헤란로504, 해성빌딩 6층
복지 및 혜택
하나, 직원 중심의 조직문화를 만들어갑니다.
자유복장, 자유로운 연차 사용

둘, 편안하게 일할 수 있는 최선의 환경을 제공합니다.
휴게실, 카페테리아, 회의실, 공기청정기, 노트북, 사원증, 사무용품 지급

셋, 직원들의 자기계발을 존중합니다.
워크샵, 직무능력향상교육, 리더쉽강화교육, 교육비 지원, 조식 제공, 음료제공(차, 커피)

넷, 최고의 복지는 휴가죠!
연차, 경조휴가제, 근로자의날 휴무, 산전후 휴가, 육아휴직, 남성출산휴가, 주사위데이(월1회 오전 근무)
채용절차 및
기타 지원 유의사항
[채용절차]
• 서류전형 → 1차 인터뷰 → 2차 인터뷰 → 처우 협의 → 최종합격
※절차는 변경될 수 있습니다.

[지원 시 주의사항]
• 3개월의 수습 기간이 있습니다.(수습 기간 동일 급여와 복리후생 보장)
• 입사지원서에 Github 주소 표기, 제작에 참여한 직무기술서 또는 포트폴리오 제출

[참고사항]
• 서류 합격자에 한해 연락드립니다.
• 본 채용은 조기 채용 시 마감될 수 있습니다."
게임개발,넷마블(주),MMORPG 장르 사업PM 모집,서울 구로구,정규직,경력 3년↑,학력무관,~ 06/30(금)(102일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45270800,"[달콤소프트]클라이언트 시니어 경력직 모집
서비스 소개
SuperStar는 2014년 SuperStar SMTOWN을 시작으로 약 20개의 기획사, 400명 이상의 아티스타와 함께 성장하여 전세계 약 126개국 이상에서 약 8,000만명 이상의 K-POP 팬덤 사용자를 확보하고 있는 “New Contenets Gamification Platform”입니다.
당사는 미국, 일본, 싱가폴에 해외 자회사 설립을 통해 K-POP 뿐만 아니라 글로벌 아티스트로 확대하며, 글로벌 서비스로 도약하고 있습니다.
모집부문 / 상세내용
사용 기술
iOS Android OS objective-c git c++ unity C#
주요업무
• 라이브 서비스 중인 슈퍼스타 시리즈를 개발 및 유지보수
• Unity 3D 프로젝트 진행
• 라이브러리 개발
자격요건
• 관련 경력 7년 이상이신 분
• Unity 3D를 사용한 프로그래밍 능력이 있으신 분
• 라이브러리 개발 언어에 능통하신 분(C#, C++, Android, Objective-C)
• 원활한 협업을 위한 커뮤니케이션 능력이 있으신 분
우대사항
• UGUI 또는 NGUI 사용경험이 있으신 분
• 프로젝트 시작부터 출시까지 경험이 있으신 분
• 클라이언트 서버 통신 네트워크에 대한 이해도가 높으신 분
• 새로운 기술 습득에 관심이 많으신 분
• Git을 사용하여 꾸준히 프로젝트를 관리하시는 분
마감일 및 근무지
• 마감일 : 상시
• 근무지 : 서울시 강남구 테헤란로504, 해성빌딩 6층
복지 및 혜택
하나, 직원 중심의 조직문화를 만들어갑니다.
자유복장, 자유로운 연차 사용

둘, 편안하게 일할 수 있는 최선의 환경을 제공합니다.
휴게실, 카페테리아, 회의실, 공기청정기, 노트북, 사원증, 사무용품 지급

셋, 직원들의 자기계발을 존중합니다.
워크샵, 직무능력향상교육, 리더쉽강화교육, 교육비 지원, 조식 제공, 음료제공(차, 커피)

넷, 최고의 복지는 휴가죠!
연차, 경조휴가제, 근로자의날 휴무, 산전후 휴가, 육아휴직, 남성출산휴가, 주사위데이(월1회 오전 근무)
채용절차 및
기타 지원 유의사항
[채용절차]
• 서류전형 → 1차 인터뷰 → 2차 인터뷰 → 처우 협의 → 최종합격
※절차는 변경될 수 있습니다.

[지원 시 주의사항]
• 3개월의 수습 기간이 있습니다.(수습 기간 동일 급여와 복리후생 보장)
• 입사지원서 상에 Github 주소 표기, 제작에 참여한 직무기술서 또는 포트폴리오 제출 

[참고사항]
• 서류 합격자에 한해 연락드립니다.
• 본 채용은 조기 채용 시 마감될 수 있습니다."
게임개발,넷마블(주),[AI센터] AI 게임 시뮬레이터 모집,서울 구로구,정규직,경력 3년↑,학력무관,~ 06/30(금)(102일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45270370,"언리얼 개발자 [리더급 클라이언트]
서비스 소개
코드스토리는 4차 산업혁명 핵심 기술인 메타버스, 디지털트윈, 게임 등을 이용하여 메타버스 플랫폼 및 다양한 앱을 제작하고 있습니다.
모집부문 / 상세내용
사용 기술
iOS C++ Unreal Engine Android SDK
주요업무
• Unreal Engine 클라이언트 설계 및 개발
• 안정적인 서비스를 위한 기술 역량이 있는 분
자격요건
• 원활한 의사소통 능력을 보유하신 분 
• 경력 5년 이상
우대사항
• 없음
마감일 및 근무지
• 마감일 : 상시
• 근무지 : 서울 구로구 디지털로242길 , 511호
복지 및 혜택
[조식 제공]
• 간단한 빵과 시리얼로 힘 있는 아침 근무 준비!

[점심식사 제공]
• 1시간 30분으로 여유로운 식사시간

[다양한 간식 제공]
• 일하면서 당 충전 !!

[선택적 자율 출근제]
• 개개인에게 맞춰 9시~11시 사이로 자율출근제 가능

[업무 도서 지원]
• 개개인 자기계발에 적극 지원

[자율복장제도]
• 편한 복장으로 일의 능률을 올리기

[청년 내일 채움 공제 지원]

[인센티브제]
• 열심히 일한 사원에게 성과금 지급

[명절비 지급]
• 추석/설날 명절비 지급"
