분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,출처
WordPress,ووردبريس ريسبونسيف wordpress visual composer css responsive,초급자,,,,"What you'll learn
wordpress visual composer advanced css أحترف تصميم مواقع بالفيجوال كومبوسر و الريفولوشن سليدر
تصميم مواقع بالاكواد
فيجوال كومبوسر
الريفولوشن سليدر",https://www.udemy.com/course/wordpress-visual-composer-advanced/
Web Development,"Вебразработка (JavaScript, HTML, CSS) для 40+",초급자,,,,"What you'll learn
По окончании курса студенты освоят основы Вебразработки в JavaScript
Овладеют основами языка HTML
Овладеют основами языка CSS
Будут в состоянии выполнять веб проекты на основе JavaScript
Смогут самостоятельно построить свой персональный Вебсайт",https://www.udemy.com/course/webdevelopment-javascript-html-css/
PHP,Sitio web con php y mysql,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Comprender como funciona PHP con MySQL
Crear un sitio web con Bootstrap con php y MySQL
Crear una base de datos con MySQL
Crear un administrador del sitio web
Subir un proyecto a internet",https://www.udemy.com/course/sitio-web-con-php-y-mysql/
Python,Crie APIs REST com Python e Flask,초급자,"₩17,000","₩23,000",,"What you'll learn
Aprender a criar APIs REST com Python
Aprender técnica TDD para criar seus projetos
Utilizar o framework Flask
Realizar o deploy em um abiente de produçāo
Utilizar SQLAlchemy",https://www.udemy.com/course/crie-apis-rest-com-python-e-flask/
Vue JS,Vue 企业级案例实操,중급자,,,,"What you'll learn
完整学习 Vue 知识体系
通过案例实战学习，快速掌握 Vue 框架
.面向企业前端、后端开发者，实现快捷搭建高质量前端页面，提高开发效率
面向企业商业化过程中实际业务场景，通过项目搭建，掌握 Vue 技能核心",https://www.udemy.com/course/vue-bmbu/
Google Flutter,عمل موقع انستقرام بفلتر ويب - Instagram web with Flutter,모든 수준,"₩19,000","₩25,000",,"What you'll learn
تصميم المواقع بستخدام فلتر",https://www.udemy.com/course/instagram-web-with-flutter/
Bootstrap,Kurs Bootstrap dla początkujących,초급자,"₩19,000","₩25,000",,"What you'll learn
Podczas trwania kursu nauczysz się pracy z najbardziej znaną biblioteką CSS czyli Bootstrap",https://www.udemy.com/course/kurs-bootstrap-dla-poczatkujacych/
PHP,PHP Profissional,중급자,"₩17,000","₩23,000",,"What you'll learn
Estrutura profissional sem usar Orientação a Objetos
Sistema de rotas
Sistema de Validação
CRUD completo
CRUD com Query Builder
E-mail com templates personalizados
E muito, muito mais...",https://www.udemy.com/course/php-profissional/
JavaScript,جافاسكريبت | JavaScript,초급자,"₩32,000",,,"What you'll learn
جافاسكريبت الحديثة خطوة بخطوة للمبتدئين
تعلم بناء العاب المتصفح ومواقع الويب
تعلم مبادئ الاختلاف بين تصميمات الويب بأجهزة الكمبيوتر و أجهزة الهاتف المحمول
تعلم شجرة المتصفح والتلاعب بعناصرها بلغة جافاسكريبت بالتفصيل",https://www.udemy.com/course/javascript-in-arabic/
WordPress,Primeiros passos com WordPress,초급자,"₩17,000","₩23,000",,"What you'll learn
Como criar e personalizar um site com WordPress, incluindo a escolha de temas, criação de menus personalizados, gerenciamento de imagens e widgets.
Como instalar e manter atualizados plugins e construtores de páginas, como Divi, Elementor e Gutenberg.
Como configurar as opções gerais, de leitura e de escrita do WordPress, além de entender a diferença entre páginas e posts, categorias e tags.
Como manter seu site seguro, incluindo dicas sobre login e senha e configuração do plugin Wordfence.",https://www.udemy.com/course/primeiros-passos-wordpress/
Node.Js,NodeJS: De Cero a Experto ( CONEXIONES-APIS-CONSOLA-BOTS ),모든 수준,"₩17,000","₩23,000",,"What you'll learn
Aprenderán a crear un CRUD por distintos caminos (Bases de datos)
Conocerán como hacer conexiones con express
Sockest y WebSocket
Yargs
Bot para criptomonedas",https://www.udemy.com/course/nodejs-de-cero-a-experto-conexiones-apis-consola-bots/
Laravel,Membangun Backend API Blog Dengan Laravel,초급자,"₩17,000","₩23,000",,"What you'll learn
Mampu membuat aplikasi dari Laravel
Mampu membuat aplikasi backend berbasis API
Mampu membuat API CRUD dengan Laravel
Mampu membuat autentikasi berbasis JWT dengan Laravel
Mampu memahami autentikasi berbasis JWT dengan baik
Mampu menggunakan form request Laravel
Mampu membuat struktur JSON yang baik
Mampu melakukan testing API dengan baik menggunakan Postman
Mampu mengintegrasikan Laravel dengan layanan cloud image hosting
Mampu melakukan setting database di Laravel
Show more",https://www.udemy.com/course/membangun-backend-api-blog-dengan-laravel/
Java,Desarrollo de una aplicación con Spring Boot y Angular,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Identificación de las capas que forman una aplicación Web
Utilización de las tecnologías empleadas actualmente por las empresas de software
Implementación de backend a través de microservicios Spring Boot
Desarrollo del front mediante Angular",https://www.udemy.com/course/desarrollo-de-una-aplicacion-web-desde-cero/
Front End Web Development,Frontend Development,중급자,"₩19,000","₩25,000",,"What you'll learn
Programmieren einer To-Do-Liste mit verschiedenen Programmieransätzen & Frameworks
Entwicklung einer einfache To-Do-Liste mit HTML, CSS & JavaScript
Entwicklung einer einfache To-Do-Liste mit VueJS
Entwicklung einer einfache To-Do-Liste mit ReactJS
Entwicklung einer einfache To-Do-Liste mit Swift und SwiftUI für iOS
Entwicklung einer einfache To-Do-Liste mit kotlin für Android
Entwicklung einer einfache To-Do-Liste mit Unity",https://www.udemy.com/course/frontend-development/
ASP.NET Core,Gráficos Estadísticos C# en Asp Net Core y SVG (PDF y Excel),모든 수준,"₩17,000","₩23,000",,"What you'll learn
Aprender a realizar Gráficos en Asp .net Core
Crear graficos estadisticos dinamicamente
Exportar en formato PNG la Imagen de los gráficos estadísticos creados en la Web
Exportar en Excel los reportes estadísticos en Asp .net Core
Exportar en PDF los reportes estadísticos creados en Asp .net Core
Exportar varios gráficos estadísticos y tablas en una misma hoja de PDF
Exportar varios gráficos estadísticos y tablas en varias hojas de Excel
Aprender a realizar Gráficos Estadisticos con SVG
Crear un Tooltip a los graficos en SVG
Crear una animación a los gráficos en SVG
Crear gráficos dinámicos en SVG
Show more",https://www.udemy.com/course/graficos-estadisticos-en-asp-net-core-y-svg-pdf-y-excel/
Vue JS,"VueJS La Guía Completa: Vue3, Supabase, Pinia, Vuex",모든 수준,"₩17,000","₩23,000",,"What you'll learn
Crear aplicaciones con VueJS desde cero
Manejar aplicaciones con bases de datos y autenticación
Crear aplicaciones del mundo real
Crear aplicaciones VueJS modernas con las nuevas técnicas
Dominar conceptos importantes del Desarrollo Web
Conseguir conocimientos necesarios para trabajar como desarrollador Vue
Subir los proyectos a Internet",https://www.udemy.com/course/vuejs2023/
Design Patterns (software),DesignPattern,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Yazılımda Design pattern öğreneceksiniz.
Design patternde sıklıkla kullanılan terimleri öğrenmek
Her kursun her konusunu basitten zora göre ayarlandı.
Bu kurs herkesin bilgi seviyesine - becerisine göre işlendi.",https://www.udemy.com/course/designpattern/
Bootstrap,Membuat Website Dengan Menggunakan Bootstrap 5 & jQuery,초급자,"₩17,000","₩23,000",,"What you'll learn
Mengetahui konsep dasar membuat tampilan website
Memanfaatkan Bootstrap sebagai framework untuk mempercepat proses pembuatan website
Menggunakan jQuery sebagai framework javascript
Belajar Bootstrap & jQuery melalui praktek",https://www.udemy.com/course/membuat-website-dengan-menggunakan-bootstrap-5-jquery/
Angular,Angular 14 - Complete Beginner's Guide 2022 [Arabic],모든 수준,"₩17,000","₩23,000",,"What you'll learn
Modern Frontend Web Development
In-depth understanding of Angular fundamentals
Understanding Single Page Applications
Fully understand the architecture behind an Angular application and how to use it",https://www.udemy.com/course/angular-14-complete-beginners-guide-2022-arabic/
JavaScript,Complete Front-End In Arabic 2023 ( Level 2 : JavaScript ),초급자,"₩17,000","₩23,000",,"What you'll learn
Learn Basics of programming via JavaScript and how to problem solving
Learn how to apply JS to the design ( HTML & CSS ) and control it
Build 8+ JavaScript small projects and 1 CRUD project
Learn js oop , ES6 , Asynchronous JavaScript",https://www.udemy.com/course/complete-front-end-in-arabic-2023-level-2-javascript/
Bootstrap,Criando site com bootstrap 5 - Projeto passo a passo.,초급자,"₩17,000","₩23,000",,"What you'll learn
Utilizar a documentação do Bootstrap 5.
Criar sites apenas com Bootstrap 5.
Utilizar e entender as classes do Bootstrap 5.
Criar um layout amigável utilizando Boostrap 5.",https://www.udemy.com/course/criando-site-com-bootstrap-5-projeto-passo-a-passo/
Bootstrap,Criando site com bootstrap 5 - Projeto passo a passo.,초급자,"₩17,000","₩23,000",,"What you'll learn
Utilizar a documentação do Bootstrap 5.
Criar sites apenas com Bootstrap 5.
Utilizar e entender as classes do Bootstrap 5.
Criar um layout amigável utilizando Boostrap 5.",https://www.udemy.com/course/criando-site-com-bootstrap-5-projeto-passo-a-passo/
HTML5,¡Crea tu portfolio web desde 0 con HTML5 y CSS3!,초급자,"₩17,000","₩23,000",,"What you'll learn
Crear un portfolio web desde 0
Aprender conceptos básicos de SEO aplicados a la programación
Aprender a usar las etiquetas principales de HTML en profundidad
Aprender las propiedades más usadas de CSS
Aprender buenas prácticas con respecto al desarrollo web
Dominar HTML5 y CSS3 (las últimas versiones de ambos lenguajes de la web)
¡Y mucho más!",https://www.udemy.com/course/crea-tu-portfolio-web-desde-0-con-html5-y-css3/
JavaScript,Czysty JavaScript zamiast jQuery,중급자,"₩19,000","₩25,000",,"What you'll learn
Poznasz i zrozumiesz najnowsze mechanizmy JS (ES6+) oraz API przeglądarek
Dowiesz się, kiedy jQuery jest zbędne
Zobaczysz, jak użyć najnowszego API JS w starych przeglądarkach",https://www.udemy.com/course/nie-jquery/
Web Development,"Основи веб-розробки. HTML, CSS Українською",모든 수준,"₩19,000","₩25,000",,"What you'll learn
Основи створення веб сторінок та сайтів з використанням HTML, CSS, SASS",https://www.udemy.com/course/html-css-s/
Laravel,"Full Stack Laravel,Vue Js e Dropbox - Upload File su Dropbox",중급자,"₩88,000",,,"What you'll learn
Imparare il funzionamento di Laravel
Imparare il funzionamento di Vue Js integrato in Laravel
Capire come funziona una web application e il full stack develop
Creare un applicazione di ultima generazione
Vue Js e i componenti integrati in Laravel",https://www.udemy.com/course/full-stack-laravelvue-js-e-dropbox-upload-file-su-dropbox/
Django,Building Websites using Django and Python,초급자,"₩17,000","₩23,000",,"What you'll learn
Create a fully functional website using the Django framework.
Learn about the power of Python for programming your own web applications.
Learn how to use HTML to create website content.
Use CSS to create beautifully designed websites.
Use JavaScript to interact with sites on the front end.
Learn how to use Bootstrap to build websites quickly.
Use Django as a back end for your websites.
Execute detailed projects using the Django framework.
الهدف من هذا التدريب هو تعلم كيفية إنشاء مواقع الويب باستخدام HTML-CSS-Bootstrap-JavaScript-Python 3-Django.",https://www.udemy.com/course/building-websites-using-django-and-python/
WordPress,5 ngày thiết kế website cho digital marketing,초급자,"₩17,000","₩23,000",,"What you'll learn
Hiểu được khái niệm domain(tên miền), hosting. Biết cách mua được domain và hosting
Cài đặt được Wordpress trên hosting và localhost trên máy Window và máy Macbook. Tổng quan về trang Quản trị Wordpress
Cài đặt được Theme Flatsome cho Website
Thiết kế Website với Wordpress: Page (Trang), Category (Danh mục), Post (Bài viết), Product (Sản phẩm)
Xây dựng được trang bán hàng với Woocomerce
Thực hiện các kỹ thuật về SEO để tăng thứ hạng trên các bộ máy tìm kiếm
Cài đặt được Google Analytics, Google Search Console vào Website
Đăng ký được Chat GPT. Sử dụng Chat GPT để tìm ý tưởng viết bài SEO
Tích hợp các plugin cần thiết vào Website: Hotline, Zalo, Facebook Messenger",https://www.udemy.com/course/5-ngay-thiet-ke-website-cho-digital-marketing/
Node.Js,Node.JS: Créer sa première application grâce à Express,초급자,"₩19,000","₩25,000",,"What you'll learn
Comprendre l’environnement NodeJS
Connaître et comprendre ce qu’est le package json
Comprendre pourquoi utiliser NodeJS pour créer une application
Savoir créer une application simple avec NodeJS
Créer une application proche d’une demande client avec le framework Express
Savoir créer une application avec communication en temps réel grâce à NodeJS et Socket io",https://www.udemy.com/course/nodejs-creer-sa-premiere-application-grace-a-express/
API,ฝึกสร้าง API ด้วย NodeJs อย่างมือโปร,중급자,"₩145,000",,,"What you'll learn
สร้าง API ด้วยเทคโนโลยียอดนิยมล่าสุดอย่าง NodeJs
เข้าใจ ออกแบบ สร้าง API ได้ตามต้องการ
รู้จักคุณสมบัติมาตรฐานต่างๆ ของ API ที่จำเป็นต้องมี
การสร้าง API ให้เชื่อมต่อฐานข้อมูล MySQL
การตรวจสอบความถูกต้องของข้อมูล Data Validation
การยืนยันตัวตน Authentication
Upload และ Download ไฟล์ผ่าน API
การทำ Logging
การส่ง Email Notification ผ่าน API
การทำ API รองรับได้หลายภาษา Multi Languages
วิธีการสร้างเอกสาร API
การนำ API ขึ้นออนไลน์ Deployment
Show more",https://www.udemy.com/course/api-bootcamp/
SwiftUI,Créer des apps iPhone avec SwiftUI (Edition 2020 pour iOS14),전문가,"₩35,000",,,"What you'll learn
SwiftUI nous permet de créer des apps avec une simplicité déconcertante.",https://www.udemy.com/course/creer-des-apps-iphone-avec-swiftui-edition-2020-pour-ios14/
Angular,Angular: Sistema para medicos con php - mysql y Angular v3,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Creación de CRUD en Angular con PHP
Autenticación con PHP y Angular
Rutas con parámetros - Rutas fijas
Almacenamiento de imágenes
Pipes para búsqueda
Crear una aplicación listo para venderse",https://www.udemy.com/course/angular-sistema-para-medicos-con-php-mysql-y-angular-v3/
Joomla,Diseño de Webs 2.0 con Joomla para novatos,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Usar Joomla con soltura
Instalar Joomla en tu PC
Subir Joomla a Internet
Configurar Joomla en internet
Publicar en Google tu web",https://www.udemy.com/course/diseno-de-webs-20-con-joomla-para-novatos/
Vue JS,Vue 3 實戰影音課程,중급자,"₩99,000",,,"What you'll learn
從 JS 的核心知識開始介紹，讓學習者從基礎到進階完整學會 Vue 3
不僅學框架，更了解如何使用 Vue 3 搭配各種第三方資源，如：表單驗證、Bootstrap、跨元件狀態管理等
包含進階 Vue Cli 以及搭配 Vue Router 製作單頁式應用程式
最終可用 Vue 3 完成一個面試專用的獨立作品",https://www.udemy.com/course/hexschool-vue-3/
Laravel,API REST hecho en Laravel con arquitectura hexagonal y JWT,초급자,"₩17,000","₩23,000",,"What you'll learn
Utilización de arquitecturas limpias dentro de un proyecto
Fomentación de las buenas practicas de programacion bajo principios S.O.L.I.D
Fortalecimiento en el uso de Frameworks como Laravel
Fortalecimiento en la comprensión del paradigma POO (Programación orientado a objetos)
Fortalecimiento extra en el conocimiento de APIS, normas REST, protocolos HTTP.
Fortalecimiento extra en aplicaciones como MySQL, PostMan, PHP Storm, Laragon etc.",https://www.udemy.com/course/api-rest-hecho-en-laravel-con-arquitectura-hexagonal-y-jwt/
Object Oriented Programming,Learn [OOP] By Coding Intermediate,중급자,"₩17,000","₩23,000",,"What you'll learn
Understand and Implement The Best Object Oriented Programming (OOP) Practices
Write Better and Cleaner Code
Understand Fields & Properties, The relationship between them
Create Constructors, Constructors Chaining, Automated Constructors and more...
The .this and .base keywords, what is their purpose, when, why and how to use them
Namespaces and how they help us organize our code better
Implementing the 6 Access Modifiers
Understand the Concept behind the 4 Pillars of Object Oriented Programming Inheritance, Base and Derived Classes
Abstraction, Abstract Classes and Interfaces, when to use which and what is the difference between them
Encapsulation or how to hide your code
Show more",https://www.udemy.com/course/alyamany/
Angular,Apprendre Angular par la création d'un site e-commerce,초급자,"₩17,000","₩23,000",,"What you'll learn
Introduction générale Framework Angular
Mise en place et création d'un projet Angular
Structure d'un projet Angular
Gestion des données dynamiques avec Angular
Notions avancées
Les services asynchrones
Les formulaires par la méthode template ou reactive en Angular
Interaction avec un backend",https://www.udemy.com/course/apprendre-angular-par-la-creation-dun-site-e-commerce/
CSS,Kurs CSS3 - selektory,초급자,"₩19,000","₩25,000",,"What you'll learn
Każdy, kto tworzy strony bez względu na to czy pracuje w HTML czy też korzysta z systemów CMS. Umiejętność arkusza stylów przyda się każdemu.",https://www.udemy.com/course/kurs-css3-selektory/
HTML,Sıfırdan HTML Öğrenelim,초급자,"₩17,000","₩23,000",,"What you'll learn
HTML'in Ne Olduğunu Öğreneceksiniz
HTML Elementlerini Öğreneceksiniz
Static Web Sayfası Tasarlamayı Öğreneceksiniz
HTML Yapısına Hakim Olacak ve HTML ile Sayfalara Tasarlayabileceksiniz",https://www.udemy.com/course/sfrdan-html-ogrenelim/
JSON Web Token (JWT),"Asp.Net Core 6 Web API, Segurança com JWT e MS Identity Core",중급자,"₩17,000","₩23,000",,"What you'll learn
Criar um projeto em .NET 6 com Minimal API e Reescrever a Classe Program e Criar a Startup Class, que foi abolida do Asp Net 6
Criar e Configurar um Ambiente de Testes para a API utilizando o consagrado Swagger
Documentar e Testar o Versionamento da API com Swagger
Prover Segurança em suas APIs com MS Identity e JWT (JSON Web Token)",https://www.udemy.com/course/aspnet-core-6-web-api-seguranca-com-jwt-e-ms-identity-core/
Vue JS,(الجزأ الأول) Vue JS الدورة الكاملة بالعربي,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Vue JS لماذا يجب أن تتتعلم
Reactivity فهم خاصية الـ
Vue JS فهم أساسيات
Events كيفية التعامل مع الـ
التحكم بعرض و إخفاء أجزاء الصفحة
Styling كيفية إظافة الـ
Components فهم الـ
Filter مقدمة عن الـ
DOM و Virtual DOM الفرق بين
CLI التعامل مع الـ
Routing مقدمة لتطبيقات الصفحة الواحدة SPA
Show more",https://www.udemy.com/course/vue-js-part1-arabic/
PHP,Fechamento de Sistemas com PHP 7,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Finalizar sistemas com php e banco de dados mysql",https://www.udemy.com/course/fechamento-de-sistemas-com-php-7/
Front End Web Development,Devenez Développeur Web Front-End,초급자,"₩17,000","₩23,000",,"What you'll learn
Les différents langages de programmation front-end: HTML, CSS Javascript
Comment ajouter des images, et des vidéos
Css moderne avec Flexbox et grid
Comment rendre un site responsive
Faire des intéractions avec Javascript: carrousel d'images, menu Hamburger, animations etc...
Comment héberger son site web en ligne",https://www.udemy.com/course/devenez-developpeur-web-front-end/
Laravel,Aprenda criar Sites com Laravel10 e MaterializeCSS,초급자,"₩17,000","₩23,000",,"What you'll learn
Criar sistema de envio de e-mail com Laravel10
Configurar página de e-mail com Markdown
Criar projetos e sites modernos com Laravel10 e MaterializeCSS
Criar Controllers, Views, Rotas e Mail Mailer no Laravel10
Criar Páginas web com Laravel10 e MaterializeCSS",https://www.udemy.com/course/aprenda-criar-sites-com-laravel10-e-materializecss/
.NET,.Net Developers için Pratik İpuçları,중급자,"₩17,000","₩23,000",,"What you'll learn
Uygulama hatalarını hızlı bir şekilde ayıklama teknikleri
Bellek yönetimi hakkında ipuçları ve püf noktaları
Performans sorunlarını tespit etme ve çözme stratejileri
Kodlama standartları ve en iyi uygulamaların uygulanması",https://www.udemy.com/course/net-developers-icin-pratik-ipuclari/
CodeIgniter,Sistema de préstamo básico con PHP(8) codeigniter4 y Mysql,초급자,"₩17,000","₩23,000",,"What you'll learn
Aprenderás a manejar el framework codeigniter en su versión 4 - (PHP 8)
Aprenderás el manejo de Rutas, Migraciones, Seeder, etc
Aprenderás a crear validaciones con el mismo framework
Aprenderás a implementar plantillas reutilizables en otras vistas",https://www.udemy.com/course/sistema-de-prestamo-con-php8-codeigniter4-y-mysql/
JavaScript,JavaScript do básico ao Avançado.,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Javascript
Funções
Variáveis
Tipos de dados em Javascript
Hoisting
Scopo de variáveis
Objetos
JSON
Arrays
Comparações de igualdade
Operadores lógicos
Loops
Condicionais
Javascript assíncrono
Callbacks
Promisses
API Fetch
API XMLHttpRequest
Show more",https://www.udemy.com/course/javascript-do-basico-ao-avancado-j/
MUI (Material-UI),Material UI - Tüm Yönleriyle Material UI Eğitimi,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Material UI Componentlerinin Kullanımını
Material UI Kullanarak Etkili Projeler Geliştirmeyi
Material UI Componentlerine Dinamik Olarak Müdahale Etmeyi
React Hooks İle Material UI 'ın Birlikte Kullanımını
Popüler React Kütüphanesi Material UI 'ın Tüm Özelliklerine Hakim Olmayı",https://www.udemy.com/course/material-ui-egitimi/
PHP,Kurs Test Driven Development,중급자,"₩139,000",,,"What you'll learn
Obalenie mitów i wymówek o TDD
Workflow pracy w Test Driven Development
Modelowanie aplikacji przez testy
Skuteczne metody konstruowania testów
Wykorzystanie możliwości PHPUnit
Testowanie Legacy Code",https://www.udemy.com/course/kurs-test-driven-development/
Bootstrap,学习使用Bootstrap 构建一个响应式的登录页面,초급자,"₩19,000","₩25,000",,"What you'll learn
使用Bootstrap 构建响应性网页
学习如何根据屏幕大小调整网站内容
学习将传统的HTML和CSS转换为Bootstrap的基础知识。
了解关于引导网格和列的最佳实践
基本的引导布局技术",https://www.udemy.com/course/bootstrap-x/
Google Sites,Crie Sites Profissionais e Gratuitos com Google Sites,초급자,"₩19,000","₩25,000",,"What you'll learn
Criar seu próprio site do Zero.
Colocar imagens, textos e até vídeos para deixar a aparência do site mais profissional e interessante.
Você aprenderá a incorporar elementos em HTML de forma fácil e pratica.
Criar domínio gratuito para usar em seu site.
Aprenderá sobre padrões de design do Google Sites.",https://www.udemy.com/course/crie-sites-profissionais-e-gratuitos-com-google-sites/
ASP.NET Core,ASP.NET Core MVC Tutorial for beginners in Darija Arabic,모든 수준,"₩17,000","₩23,000",,"What you'll learn
ASP. NET Core From Scratch
ASP. NET Core MVC
ASP. NET Identity Core for security
Entity Framework Core for data access
Entity Framework with MySql Server
Create Your Web Full Stack Project From Scratch",https://www.udemy.com/course/aspnet-core-mvc-tutorial-for-beginners-in-darija-arabic/
JavaScript,JavaScript com Orientação a Objetos e Dom - Aprenda Rápido,초급자,"₩17,000","₩23,000",,"What you'll learn
Aprendizado acelerado de JavaScript do Básico ao Avançado
Declaração de Variáveis e Tipos de Dados
Listas (Adicionando, Pesquisando e Removendo Elementos)
Estruturas Condicionais (IF, Else, Else IF)
Estruturas de Repetição (For, While e Foreach)
Métodos e Arrow Functions
Orientação a Objetos (Com Personagens de Filmes)
Manipulação de Elementos Html com Dom (Adicionando e Removendo Elementos Dinamicamente)
Pensamento Computacional na Prática (Lógica de Programação e Algoritmos)
Instalação da IDE Visual Studio Code e NodeJs",https://www.udemy.com/course/javascript-com-orientacao-a-objetos-e-dom-aprenda-rapido/
JavaScript,JavaScript com Orientação a Objetos e Dom - Aprenda Rápido,초급자,"₩17,000","₩23,000",,"What you'll learn
Aprendizado acelerado de JavaScript do Básico ao Avançado
Declaração de Variáveis e Tipos de Dados
Listas (Adicionando, Pesquisando e Removendo Elementos)
Estruturas Condicionais (IF, Else, Else IF)
Estruturas de Repetição (For, While e Foreach)
Métodos e Arrow Functions
Orientação a Objetos (Com Personagens de Filmes)
Manipulação de Elementos Html com Dom (Adicionando e Removendo Elementos Dinamicamente)
Pensamento Computacional na Prática (Lógica de Programação e Algoritmos)
Instalação da IDE Visual Studio Code e NodeJs",https://www.udemy.com/course/javascript-com-orientacao-a-objetos-e-dom-aprenda-rapido/
PHP,"Sıfırdan - Gerçek 100'e PHP, Laravel ve Daha Fazlası",모든 수준,"₩23,000",,,"What you'll learn
Backend programlama mantığını ve detaylarını öğreneceksiniz
Sıfırdan PHP'yi öğreneceksiniz
Temel PHP'yi kolay şekilde öğreneceksiniz.
Nesne Yönelimi Programlama (OOP) konusunda bilgi sahibi olacaksınız.
PHP ile OOP
PHP ile Route Yapısı Nasıl Kurulur?
PHP'nin en popüler ve iş imkanı bol olan LARAVEL frameworkünü tüm detaylarıyla öğreneceksiniz.
Rest ve Restful kavramlarını öğreneceksiniz.
Laravel ile API geliştirebileceksiniz.
Laravel ile kuyruk kullanımını ve SUPERVISOR ile kuyruk yönetimini öğreneceksiniz.
Show more",https://www.udemy.com/course/sifirdan-gercek-100e-php-laravel/
React JS,"Curso ReactJS - Proyectos Reales (Hooks,Router, MERN) (2023)",모든 수준,"₩17,000","₩23,000",,"What you'll learn
Crear proyectos reales con React
Crear aplicaciones y request CRUD con React
Integrar Mongo Maria DB Express y Node js con React
Conceptos esenciales JavaScript
Conocer que es son los Hooks
Integrar React con otras tecnologías JavaScript como Local Storage
Utilizar Fetch API y Axios con React para consumir API's
Publicar de Aplicaciones React en Netlify, Vercel y mucho más",https://www.udemy.com/course/curso-reactjs-proyectos-reales-hooks-router-mern-2023/
HTML5,introduction to HTML Course in Hindi,초급자,"₩69,000",,,"What you'll learn
HTML basics
everything you need to learn about HTML
Web Development
Web Desing",https://www.udemy.com/course/learn-html-from-beginer-to-expert-in-hindi/
PHP,PHP: exportar los datos a diferentes formatos,중급자,"₩19,000","₩25,000",,"What you'll learn
El alumno aprenderá a exportar los datos por medio de los encabezados de PHP
El alumno aprenderá a exportar los archivos en formato RTF con la librería RTFLite
El alumno aprenderá a exportar la información de PHP a un documento Word
El alumno aprenderá a exportar la información en formato PDF con la librería FPDF
El alumno aprenderá a exportar los datos desde PHP a formato PDF con la librería",https://www.udemy.com/course/php7-exportar-los-datos-a-diferentes-formatos/
Laravel,Laravel Livewire y TDD: Crea un Portafolio Dinámico,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Livewire: Componentes, propiedades, métodos, eventos, hooks, validación y traits
Subida y descarga de archivos con Livewire
Integración con TailwindCSS y AlpineJs
Aplicar Desarrollo Basado en Pruebas (TDD) a los componentes de Livewire
Construir un portafolio dinámico con Laravel Livewire",https://www.udemy.com/course/crea-tu-portafolio-dinamico-con-laravel-livewire-y-tdd/
Web Development,Crea una Api Con Laravel usando la metodología TDD,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Crea tu propia API con Laravel
Validación de peticiones, por medio de middleware
Crear tus propios testing para verificar el funcionamiento del código
Manejo de los métodos principales para un API
Manejo de Excepciones
Implementar Laravel Passport",https://www.udemy.com/course/crea-una-api-con-laravel-usando-la-metodologia-tdd/
React JS,Testing React App Untuk Pemula,중급자,"₩17,000","₩23,000",,"What you'll learn
Konsep dasar testing dalam software development
Bagaimana membuat test komponent
Unit dan Integration test
Bagaimana mengetest HTTP request
TDD(Test Driven Development)",https://www.udemy.com/course/testing-react-app-untuk-pemula/
Web Development,ruby on rails with flutter 2023 [Arabic],모든 수준,"₩17,000","₩23,000",,"What you'll learn
اساسيات لغة روبي, postgresql database , rails , flutter , dart
البرمجة كائنية التوجه
قم بتطوير تطبيق ويب في Ruby on Rails بشكل مستقل
المعرفة والأدوات والمنهجيات للانتقال بسرعة كبيرة من فكرة إلى منتج
الأساسيات: الموارد ، CRUD ، التحقق من الصحة ، التدويل ، ajax ، bootstrap ، الوظائف ، رسائل البريد الإلكتروني ، المصادقة ...
أسس متينة لتعميق معرفتك بإطار عمل Rails و Ruby وتطوير الويب بشكل عام",https://www.udemy.com/course/ruby-on-rails-with-flutter-2023-arabic/
Blogging,Membuat Blog Custom Domain dengan Static Site Generator,중급자,"₩17,000","₩23,000",,"What you'll learn
Kamu akan belajar melakukan penulisan artikel di internet, yang dikenal dengan blogging
Kamu akan belajar membeli dan mengkonfigurasi domain-mu sendiri
Kamu akan belajar mengkonfigurasi SSL dengan Netlify
Kamu akan bisa menguasai pengisian konten blog dengan static site generator",https://www.udemy.com/course/membuat-blog-custom-domain-dengan-static-site-generator/
Web Development,Linguagens WEB - Projeto E-commerce,초급자,"₩19,000","₩25,000",,"What you'll learn
Html5, CSS3, PHP7, PDO, JavaScript, AJax, Bootstrap tudo isso na pratica",https://www.udemy.com/course/linguagens-web-projeto-e-commerce/
